Geneid	gene_name	Cell1Fungi3	Cell1Fungi1	Naive1	Cell2Bug2	Naive2	Cell2Fungi1	Cell1Bug2	Cell2Fungi2	Cell1Fungi2	Naive3	Cell2Bug3	Cell1Bug3	Naive4	Cell2Fungi3	Cell1Bug1	Cell2Bug1
ENSMUSG00000099714	Gm20587	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000102121	Gm28065	1	0	4	0	7	0	0	0	0	1	0	0	10	0	0	0
ENSMUSG00000088858	Gm24723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097934	6720483E21Rik	1	1	1	0	4	0	2	0	0	0	0	1	1	1	2	0
ENSMUSG00000025931	Paqr8	97	75	24	102	33	48	119	39	76	5	70	109	48	28	114	88
ENSMUSG00000077314	Gm24171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000100929	Gm28064	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0
ENSMUSG00000041809	Efhc1	16	17	11	24	25	17	32	15	24	23	25	30	27	14	26	29
ENSMUSG00000041779	Tram2	724	606	467	796	491	640	572	657	693	545	760	659	383	643	666	828
ENSMUSG00000099971	Gm28287	0	0	5	0	7	0	0	0	0	0	0	0	20	0	0	0
ENSMUSG00000100819	Gm2693	1	0	0	0	5	0	0	0	2	0	0	0	2	0	0	1
ENSMUSG00000025933	Tmem14a	144	115	43	284	99	159	152	144	115	71	231	171	47	131	139	265
ENSMUSG00000102633	Gm38224	0	0	3	0	13	2	0	1	0	0	1	0	27	2	0	1
ENSMUSG00000025934	Gsta3	353	272	15	36	13	172	38	168	304	8	158	88	32	161	114	78
ENSMUSG00000099343	Gm28836	0	1	0	1	0	0	0	0	0	0	1	0	2	0	2	0
ENSMUSG00000096375	Gm7094	0	0	1	1	4	0	0	0	2	0	1	1	12	0	1	0
ENSMUSG00000025936	Gm4956	8	4	5	2	11	4	9	1	10	0	10	22	11	2	16	6
ENSMUSG00000093963	Gm21909	0	1	5	0	2	0	0	0	0	0	0	0	5	1	0	0
ENSMUSG00000067750	Khdc1a	0	2	4	1	6	0	1	0	0	1	0	1	2	1	1	1
ENSMUSG00000086194	Gm16329	0	0	0	0	3	0	2	0	1	0	0	0	2	0	1	0
ENSMUSG00000094436	Gm16327	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041722	Khdc1c	0	0	2	0	1	0	1	0	0	1	0	1	13	0	2	0
ENSMUSG00000085507	Gm2709	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094926	Gm16533	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000085079	Khdc1b	1	0	0	0	3	2	0	1	1	0	1	1	8	0	0	0
ENSMUSG00000085679	Gm16328	0	0	3	0	1	0	0	0	0	0	0	1	2	0	0	0
ENSMUSG00000028033	Kcnq5	2	0	5	4	20	4	8	0	2	1	0	8	23	2	9	3
ENSMUSG00000104138	Gm36949	0	1	2	0	5	0	0	0	1	0	0	1	9	0	0	0
ENSMUSG00000082935	Gm7658	30	28	52	31	33	21	34	29	34	37	35	26	34	25	31	38
ENSMUSG00000103748	Gm38243	0	1	3	0	9	0	2	0	1	0	0	0	10	1	3	0
ENSMUSG00000097109	Gm26580	1	2	6	4	2	0	15	0	1	2	1	7	24	0	14	2
ENSMUSG00000099692	Gm5696	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
ENSMUSG00000100418	Gm28239	0	0	4	0	5	0	0	1	1	1	0	0	5	0	0	0
ENSMUSG00000041670	Rims1	3	2	8	1	17	1	0	1	2	1	0	1	48	2	1	1
ENSMUSG00000097642	Gm26866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101468	Gm7761	1	0	1	0	2	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000101227	Gm29506	0	0	2	0	3	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000073730	4933415F23Rik	0	1	0	0	3	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000089553	Gm24176	1	0	0	0	2	0	0	0	1	0	0	0	4	0	0	0
ENSMUSG00000102766	Gm6420	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	0
ENSMUSG00000065405	Mir30a	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000097970	Gm27028	0	0	0	0	2	0	0	0	0	0	0	1	2	0	1	0
ENSMUSG00000065567	Mir30c-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100775	Gm29107	0	0	1	0	1	1	2	0	0	0	0	0	2	0	0	1
ENSMUSG00000101226	Gm20954	0	1	0	0	1	0	0	0	4	0	0	0	1	0	0	0
ENSMUSG00000026158	Ogfrl1	3055	2658	2339	1866	2620	2601	1771	2569	2785	2924	2476	2680	1650	2398	1699	2199
ENSMUSG00000097920	Gm7784	3	2	0	0	3	1	0	0	0	0	2	2	2	2	1	0
ENSMUSG00000099503	Gm28822	0	0	5	0	11	0	0	0	0	0	0	0	8	0	0	0
ENSMUSG00000026156	B3gat2	47	41	36	16	78	60	27	51	51	75	10	40	52	37	24	20
ENSMUSG00000026155	Smap1	992	877	1376	1389	771	1035	1333	1001	977	1167	1213	1209	820	893	1150	1129
ENSMUSG00000026154	Sdhaf4	528	423	622	1007	268	478	665	398	490	496	860	585	341	478	552	840
ENSMUSG00000102495	Gm26524	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000026153	Fam135a	159	124	412	203	701	444	129	491	152	606	171	173	582	405	82	177
ENSMUSG00000102398	Gm37580	0	3	0	1	4	0	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000097670	Gm26607	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
ENSMUSG00000026147	Col9a1	2	0	10	0	17	0	0	0	1	2	0	0	48	0	0	0
ENSMUSG00000026141	Col19a1	3	6	15	1	23	1	1	0	3	2	0	6	78	0	0	0
ENSMUSG00000077463	Gm26418	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0
ENSMUSG00000099997	Tubb4b-ps2	5	1	6	2	5	2	2	1	0	5	0	1	4	0	2	1
ENSMUSG00000100131	Gm28439	2	3	770	11	7	3	6	5	4	12	4	221	17	1	6	1
ENSMUSG00000067736	Gm10222	0	0	3	2	1	1	0	1	1	0	0	0	2	0	0	1
ENSMUSG00000101939	Gm28438	13	5	45	17	8	9	11	3	12	26	7	8	23	4	10	9
ENSMUSG00000101111	Gm28437	100	96	347	118	74	77	321	64	1415	175	93	59	212	60	92	106
ENSMUSG00000100862	Gm10925	138	184	437	69	81	58	103	38	84	1097	59	64	1813	35	46	65
ENSMUSG00000102070	Gm28661	91	83	296	152	67	45	97	37	87	165	61	72	189	33	86	88
ENSMUSG00000101249	Gm29216	333	48	2653	90	134	5411	9970	49	89	257	82	240	1229	31	94	82
ENSMUSG00000073725	Lmbrd1	6571	5893	3879	5870	6673	7357	5570	7084	6120	5436	7579	7230	4139	6591	5559	7062
ENSMUSG00000100808	Gm28594	1	0	3	0	1	0	0	0	0	1	0	0	6	0	0	0
ENSMUSG00000100483	Gm28237	1	0	7	0	10	0	0	0	1	0	0	0	28	0	0	0
ENSMUSG00000100450	Gm9443	0	2	5	0	17	0	0	0	0	3	0	0	20	0	0	0
ENSMUSG00000099392	Gm29414	1	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000033569	Adgrb3	4	4	30	0	76	4	0	3	6	7	1	0	140	2	0	0
ENSMUSG00000080849	Gm15702	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000104257	Gm20172	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000096866	Gm22260	0	0	1	0	4	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000102296	Gm37543	0	0	1	0	6	0	0	0	0	0	0	0	2	1	0	0
ENSMUSG00000103209	Gm37331	3	0	3	0	2	0	0	0	0	0	0	0	13	1	0	0
ENSMUSG00000104027	Gm37211	0	0	0	0	11	0	0	0	0	0	1	0	16	0	0	2
ENSMUSG00000102407	Gm37862	0	0	1	0	7	0	0	1	0	0	0	0	9	0	0	0
ENSMUSG00000103214	Gm38286	1	0	1	0	1	0	0	0	0	0	0	0	10	0	0	0
ENSMUSG00000104100	Gm37880	1	2	5	0	15	0	0	1	1	0	0	0	16	1	0	0
ENSMUSG00000084740	Gm25294	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103889	Gm37011	2	0	3	0	6	0	0	0	0	0	0	0	11	1	0	0
ENSMUSG00000101301	Gm29214	0	1	6	0	35	0	0	0	0	2	0	0	30	0	0	1
ENSMUSG00000104221	Gm37051	0	1	3	0	3	0	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000102250	Gm38260	0	1	3	0	7	0	0	1	0	1	0	0	17	0	0	0
ENSMUSG00000102317	Gm37628	2	0	7	0	12	0	0	2	1	1	0	0	25	1	0	0
ENSMUSG00000103563	8030445P17Rik	1	0	0	0	5	0	0	0	1	0	0	0	3	0	0	0
ENSMUSG00000102465	Gm38198	0	0	3	0	9	0	0	1	1	1	0	0	25	0	0	0
ENSMUSG00000102659	Gm37077	1	1	6	0	34	0	0	1	0	5	0	0	33	0	0	0
ENSMUSG00000103924	Gm37895	0	0	0	0	3	1	0	0	0	0	0	0	8	0	0	0
ENSMUSG00000104132	Gm36952	0	2	1	0	10	0	0	4	0	0	0	0	22	0	1	0
ENSMUSG00000102747	Gm37602	0	1	4	0	12	1	0	0	1	0	0	0	19	0	0	0
ENSMUSG00000102386	2900022M07Rik	1	0	2	0	2	0	0	0	0	0	0	0	17	1	0	0
ENSMUSG00000103004	2900002M20Rik	0	0	3	0	6	1	0	0	0	2	0	0	6	0	0	0
ENSMUSG00000104516	Gm9884	0	1	1	0	2	0	0	0	0	0	0	0	11	0	0	0
ENSMUSG00000101618	Gm18443	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0
ENSMUSG00000099458	Gm19123	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
ENSMUSG00000088111	Gm24064	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000073722	4931408C20Rik	0	0	1	0	3	0	0	0	0	0	0	0	7	0	0	0
ENSMUSG00000095256	n-R5s209	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100310	Gm19641	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0
ENSMUSG00000101514	Gm5524	0	0	4	0	7	0	0	0	0	1	1	0	11	0	0	0
ENSMUSG00000101033	Gm18776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101372	Gm19028	1	1	1	0	1	2	1	0	1	0	0	0	6	1	0	0
ENSMUSG00000103241	Gm38089	1	0	4	0	7	0	0	0	0	0	0	0	12	0	0	0
ENSMUSG00000086240	Gm7846	9	4	11	3	5	5	4	5	6	10	6	7	14	4	2	9
ENSMUSG00000048411	Gm597	0	1	2	0	0	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000081557	Gm5697	1	0	9	0	12	2	0	0	0	1	0	0	27	1	1	0
ENSMUSG00000058590	Gm6462	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0
ENSMUSG00000101235	Gm18033	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000064433	Gm25586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080625	Gm22679	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080391	Gm23785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099257	Mir6342	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000099492	Gm5525	7	7	11	2	12	8	5	7	8	9	8	6	30	7	3	7
ENSMUSG00000101726	Gm7858	0	2	0	0	3	0	0	0	0	1	0	0	10	0	0	0
ENSMUSG00000096829	Gm23771	0	1	3	0	6	0	0	0	1	0	0	0	12	0	0	0
ENSMUSG00000098883	Gm27430	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053185	Gm9898	1	0	0	0	1	1	0	0	1	0	0	0	3	0	1	1
ENSMUSG00000100261	Gm6473	3	1	3	0	3	1	2	0	0	0	0	1	5	0	2	0
ENSMUSG00000101180	Gm2914	0	0	5	2	3	0	0	1	0	0	0	1	3	1	1	1
ENSMUSG00000048874	Phf3	1958	1853	2812	2975	2843	2293	2465	2397	1944	3397	2500	2724	2608	2031	2324	2495
ENSMUSG00000103783	Gm37522	5	8	16	3	19	3	7	2	7	2	1	10	30	4	8	6
ENSMUSG00000104315	Gm37906	21	26	93	21	28	21	72	23	24	54	21	72	63	17	80	12
ENSMUSG00000026064	Ptp4a1	3304	2825	4475	2774	7619	5646	1596	5820	2965	7627	3872	2382	4545	5357	1768	3301
ENSMUSG00000086151	Gm5698	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000086726	Gm9458	0	0	2	0	1	2	0	1	0	0	0	1	4	0	0	0
ENSMUSG00000087346	Gm5699	0	0	1	1	2	1	1	1	0	2	0	0	1	0	0	1
ENSMUSG00000100371	Gm29669	0	2	6	0	1	1	0	0	0	0	1	0	8	1	0	0
ENSMUSG00000100237	Gm28644	0	3	1	0	10	4	0	4	0	0	0	0	10	4	0	3
ENSMUSG00000098529	Gm27362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086727	4931428L18Rik	4	2	27	4	27	48	3	49	3	32	17	2	34	38	1	10
ENSMUSG00000100910	Gm29128	1	1	6	1	8	6	0	5	1	3	1	0	9	5	0	0
ENSMUSG00000099796	Gm7893	0	0	2	0	3	2	0	2	0	1	1	1	5	4	0	1
ENSMUSG00000050217	Lgsn	0	0	6	0	13	0	0	0	1	1	0	0	16	0	0	0
ENSMUSG00000026063	Pih1d3	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000077664	Gm26145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100205	Gm4850	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000100592	Gm28645	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000094215	Gm6489	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0
ENSMUSG00000101093	Gm10307	0	0	2	1	2	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000070960	Gm19680	5	5	5	3	2	1	5	5	4	3	6	1	11	1	4	7
ENSMUSG00000088620	Gm23032	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000082159	Gm7910	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000026058	Khdrbs2	0	1	15	1	38	0	0	0	0	3	0	1	94	2	0	0
ENSMUSG00000064688	Gm25814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103482	Gm37999	1	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000104498	Gm37110	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000104313	Gm37911	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000102865	Gm9839	0	0	2	0	1	0	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000102321	Gm37792	2	0	5	0	16	0	0	1	1	2	0	0	35	1	0	0
ENSMUSG00000091318	Gm5415	0	1	9	0	21	0	0	1	0	0	0	0	54	0	0	0
ENSMUSG00000089489	Gm24732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104433	Gm37426	1	0	1	0	4	0	0	0	0	0	0	0	12	0	0	0
ENSMUSG00000089395	Gm23024	0	0	1	0	4	0	0	0	1	0	0	0	7	0	0	0
ENSMUSG00000102926	Gm37151	1	2	11	1	26	0	0	0	0	3	0	0	51	1	0	0
ENSMUSG00000100497	Gm28624	0	0	5	0	1	0	0	0	0	1	0	0	6	0	0	0
ENSMUSG00000102917	Gm37724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100481	Gm7114	4	2	0	0	5	2	0	1	3	0	0	1	6	1	0	0
ENSMUSG00000100590	Gm4785	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000088750	Gm24901	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000104230	Gm37591	0	0	1	0	1	0	0	0	0	0	0	0	3	1	0	0
ENSMUSG00000101754	Gm2987	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
ENSMUSG00000065223	Gm25792	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000100318	Gm18799	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0
ENSMUSG00000101612	Gm7933	1	2	4	0	2	0	0	0	0	0	0	0	10	0	0	0
ENSMUSG00000065260	Gm23453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026134	Prim2	527	515	708	438	1063	781	470	693	555	1183	450	560	827	689	470	504
ENSMUSG00000101682	Gm29228	3	1	9	6	6	5	7	1	4	7	7	8	15	1	5	2
ENSMUSG00000102714	Gm37618	3	2	5	3	7	1	7	4	5	3	7	3	16	1	1	3
ENSMUSG00000102093	Gm17813	2	1	5	2	7	3	3	1	1	1	2	2	7	1	1	3
ENSMUSG00000103746	1700001G17Rik	3	6	11	5	22	4	10	8	3	4	4	4	23	7	7	11
ENSMUSG00000102198	Gm38173	1	1	4	0	6	0	0	1	1	0	1	0	15	1	0	0
ENSMUSG00000004768	Rab23	216	213	170	111	326	231	159	249	220	199	167	192	245	214	165	152
ENSMUSG00000042215	Bag2	93	58	33	57	32	68	70	82	95	30	92	115	32	78	89	84
ENSMUSG00000103072	Gm37905	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000042197	Zfp451	1250	1131	2219	2183	3013	1764	1490	1840	1221	2076	1694	1902	1989	1622	1386	1811
ENSMUSG00000081402	Gm15455	4	3	16	0	36	1	1	1	3	13	0	4	39	2	1	4
ENSMUSG00000042182	Bend6	719	695	888	317	875	809	353	791	715	978	554	504	749	742	271	383
ENSMUSG00000104416	Gm37067	9	8	25	2	12	10	2	8	8	27	1	3	28	3	3	1
ENSMUSG00000026131	Dst	3752	3332	6593	2948	4312	4039	2543	3906	3620	5572	3280	3538	3852	3759	1849	2588
ENSMUSG00000103888	Dst	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103596	Gm37354	35	31	170	8	89	53	15	75	36	147	11	22	81	63	10	5
ENSMUSG00000099382	Gm28631	0	0	5	0	2	0	0	0	0	2	1	0	5	0	0	0
ENSMUSG00000084506	Gm23792	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSMUSG00000103364	Gm38157	235	231	748	177	128	260	215	235	225	255	174	185	369	225	122	120
ENSMUSG00000105982	mmu-mir-6896	5	2	0	0	1	11	4	5	3	3	0	7	0	3	2	0
ENSMUSG00000103405	Dst	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096992	Gm26788	7	9	17	15	14	6	10	5	9	13	12	20	10	11	8	5
ENSMUSG00000104475	D630036G22Rik	2	1	4	0	9	0	4	4	2	3	0	0	3	0	3	0
ENSMUSG00000103001	A930005N03Rik	9	22	15	2	9	19	2	25	13	14	2	9	18	22	3	2
ENSMUSG00000104397	Gm37958	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000102839	Gm37385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101206	Gm5266	0	0	1	0	5	0	0	0	0	1	0	0	11	0	0	0
ENSMUSG00000101462	Gm3052	41	13	85	32	41	31	52	23	31	45	55	32	41	29	28	28
ENSMUSG00000102336	Gm37233	93	70	239	42	77	47	80	65	97	113	49	100	217	52	45	31
ENSMUSG00000092852	Mir5103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042111	Ccdc115	1513	1371	2177	1813	2199	1828	1822	1868	1516	2439	2125	1789	1976	1707	1681	2142
ENSMUSG00000101711	Gm28306	0	5	0	0	0	1	0	1	1	0	0	0	0	0	2	0
ENSMUSG00000026127	Imp4	2321	2200	2425	2071	2999	2667	2113	2680	2397	2576	2519	2225	2275	2635	1795	2363
ENSMUSG00000026126	Ptpn18	2039	1920	469	1394	281	713	1801	813	1893	311	1384	1575	408	839	1145	1332
ENSMUSG00000100280	Gm28417	56	55	8	10	13	11	20	11	61	7	5	27	15	6	12	7
ENSMUSG00000101223	4930568A12Rik	42	34	9	8	11	6	13	9	28	2	1	16	9	9	6	2
ENSMUSG00000026125	Prss39	1	1	3	0	11	0	0	0	1	0	0	0	25	0	1	1
ENSMUSG00000101116	Gm28416	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000026124	Cfc1	0	1	2	0	10	0	0	0	0	3	0	0	13	0	0	0
ENSMUSG00000101803	Gm28419	0	0	2	0	5	0	0	0	0	1	0	0	11	0	0	0
ENSMUSG00000037529	Prss40	0	0	6	0	9	0	0	0	1	0	0	0	12	0	0	0
ENSMUSG00000045815	1700101I19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045174	Amer3	0	1	2	0	6	0	0	0	1	0	0	0	4	0	1	0
ENSMUSG00000100524	Gm28418	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
ENSMUSG00000102499	Gm36984	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000103521	Gm29730	0	0	0	0	10	0	0	0	1	1	0	0	13	0	0	0
ENSMUSG00000104098	AA619741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037509	Arhgef4	220	220	349	157	266	322	191	283	234	295	261	171	270	259	145	167
ENSMUSG00000106790	AC107766.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102537	Gm37224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102612	Gm37845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104002	Gm38336	30	13	12	10	22	21	29	21	30	32	12	30	25	10	19	7
ENSMUSG00000037503	Fam168b	8840	7681	6407	4782	11924	11123	6818	11028	8554	8418	9407	8380	6026	10819	6550	8041
ENSMUSG00000104358	Gm37127	10	3	14	7	20	14	4	12	12	6	0	10	27	9	7	3
ENSMUSG00000026123	Plekhb2	10302	9246	8696	7124	16050	14381	7914	13527	9864	10773	8650	8616	8728	13201	8265	8502
ENSMUSG00000103716	Gm19430	0	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000103548	Gm37670	0	1	0	1	1	1	0	0	0	0	1	0	2	0	0	0
ENSMUSG00000103760	Gm8009	0	1	2	0	2	0	0	0	0	0	0	1	3	0	0	0
ENSMUSG00000103997	Gm38027	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000077231	Gm25096	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000104417	Gm37068	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0
ENSMUSG00000064601	Gm25634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101714	Gm28415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102531	1110002O04Rik	0	0	1	0	1	0	0	0	0	0	0	0	8	0	0	0
ENSMUSG00000103096	Gm8022	2	0	0	1	8	0	0	0	1	1	0	0	17	0	0	0
ENSMUSG00000102279	Gm37146	0	0	3	0	2	0	0	0	0	0	0	0	6	0	0	0
ENSMUSG00000103708	Gm33222	0	2	1	0	2	1	0	1	0	0	0	0	1	0	0	0
ENSMUSG00000104201	4930535G08Rik	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000102434	Gm38049	0	1	0	0	5	0	0	0	0	1	0	0	4	0	0	0
ENSMUSG00000045216	Hs6st1	700	661	865	173	1312	635	899	611	850	1701	592	845	731	657	873	565
ENSMUSG00000104523	Gm37335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102202	Gm33280	40	35	47	37	50	31	54	30	51	53	30	32	55	32	39	34
ENSMUSG00000037470	Uggt1	5621	5226	3653	7695	6497	6192	5074	6330	5683	4165	7103	5389	3216	5990	5185	7706
ENSMUSG00000098752	Mir6897	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	1
ENSMUSG00000047180	Neurl3	9851	8999	898	7395	1421	2796	6604	2770	9331	875	5126	7579	745	2603	5591	5052
ENSMUSG00000037447	Arid5a	750	739	164	326	179	269	714	269	773	150	407	700	154	277	654	445
ENSMUSG00000102762	4930403P22Rik	9	5	17	8	9	4	40	3	3	15	10	43	20	2	35	8
ENSMUSG00000010453	Kansl3	1850	1611	1440	1040	1877	1549	1884	1505	1920	1735	1154	1844	1393	1462	1780	1180
ENSMUSG00000098680	Mir6898	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037432	Fer1l5	114	123	50	23	126	103	85	86	145	74	58	112	79	109	79	60
ENSMUSG00000001143	Lman2l	1928	1769	1131	1696	1717	1804	1586	1795	1947	1295	1955	1976	1073	1770	1502	1775
ENSMUSG00000037408	Cnnm4	442	406	425	385	517	417	451	390	431	505	506	496	380	409	508	424
ENSMUSG00000104316	Gm37909	8	13	20	12	24	8	13	5	16	20	12	16	27	6	9	5
ENSMUSG00000106081	AC084391.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001138	Cnnm3	1507	1356	1360	1487	1974	1804	1253	1758	1488	1480	1637	1342	1043	1657	988	1618
ENSMUSG00000102845	Gm38033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067653	Ankrd23	31	28	69	8	73	39	13	43	32	84	7	25	74	43	19	6
ENSMUSG00000103661	Ankrd23	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000079610	Ankrd39	298	286	460	200	386	306	272	326	249	426	294	271	397	317	221	257
ENSMUSG00000026121	Sema4c	489	420	10	403	36	140	451	110	446	10	267	539	27	104	377	355
ENSMUSG00000087589	D430040D24Rik	5	12	3	2	4	1	5	2	3	1	2	6	18	0	8	2
ENSMUSG00000046337	Fam178b	0	1	6	1	12	0	3	0	2	1	0	1	27	0	3	1
ENSMUSG00000089906	Gm6428	1	2	6	1	4	1	0	0	1	1	0	1	9	1	0	2
ENSMUSG00000077939	Gm24133	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000061518	Cox5b	5217	4910	6362	8218	3620	4606	7587	4653	4837	5909	7946	6083	4080	4735	6802	9315
ENSMUSG00000037351	Actr1b	2223	2074	1541	1802	2079	2186	2247	1929	2284	1821	2243	2082	1484	2182	2354	2574
ENSMUSG00000102416	4933424G06Rik	0	1	3	3	2	0	1	0	2	1	0	0	2	0	1	2
ENSMUSG00000104237	Gm33533	0	1	0	1	3	0	0	0	1	0	0	0	5	0	0	0
ENSMUSG00000106804	RP23-247A1.6	1	0	1	0	0	0	2	0	0	0	0	0	1	0	1	0
ENSMUSG00000026117	Zap70	23	19	25	26	24	11	85	17	25	8	35	67	23	15	124	48
ENSMUSG00000097291	Gm18828	1	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0
